NU_SEQUENCIAL,NU_ANO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
3907710,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2752015,2024,35007080,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,468.0,507.9,551.8,479.3,BCACBCCEEBEDBEDCACCDBCABCCDEDBACBAABCBCEDCDEB,ADBBBBDCACBDACBBCBCDCCEEDECAAEBEEABEADBBCCECA,CBCDEBADECBADCEEBDDCBAAEDDCEBBACEBCDAACECEBDD,BDCCAAADACDACCEBDDAABCACCBCCBDEBDECBDABBEBBDE,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,100,120,100,120,0,440
3858771,2024,35917102,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,565.4,587.8,559.0,464.3,EACDAACBEDEABCABCDCCCCDAACCCBCABCEBCDDBBABDEB,AECEBDEDADDDDDEBBBCDCAECCDACBACEEEADEEDADAAEA,CAAADECCECCDDAACEBACEBADDBDADBDBDADCABEDADDEB,CECDBACBADBCBCCBCCAEABBBBEDDCBACDBCDADBDBBDDC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,140,100,120,140,620
3757608,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2863003,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,600.3,611.4,591.4,750.9,DDECDCBBACAEDCBDEDDBABCDDDEEBCCAECBCCDEDCEAEB,ABCCADBECBBECEBACBDDBEBCBADBBCDEAECBEDAAEBECB,AACDABBEDADEEBBBEDABDACDBCCADCBDDBDEDDCECBECD,CCBCDADDBDDADDDABABBCCCDCCECBBBACEDAEADDDADCB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,100,140,100,100,140,580
1051845,2024,35043990,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,503.8,495.8,535.8,556.4,BCCADBADEBBCEEDBBDAACEEDABCEAACDCECABACCBBDDE,DCDBBCECDCEBBAACDADDEDDAACCAECAEDADBECCEACBBE,BCAECBADECBBDEDEADACABADDDAABAAAEBDBBECECDDBC,EBBEDBABBDACCBCBDBCACECBBCCDBABCBAEBDBACDCAAB,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,120,120,140,140,120,640
2398333,2024,35446836,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,492.4,441.1,500.6,534.5,BDCBBBACCEDEDAAABDDEAADAAADBDDEBEBAEBCCDBCCEA,BDDBCCBBBDBECDCADCAAD*BACDADDACCBACEDAEABCDDA,EDCDBAADECBEEDECBDEACCCDBDDABDDAEEDADBEECACBE,EABEDEBCCDDDCCCBCBBACEDBBEECBBCCCBDADBDACDACB,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,140,200,120,120,140,720
2182488,2024,35912347,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,586.1,594.2,560.7,550.4,EBEDAEDAAAECCDBAEDDCBABCDCBEBDBCBACBDCDEACDDB,CACEBEBCABCDDEBBAACDCAECCBACEEBACEAEEADBDACAA,CAAAEBCBECBDDBBDEBDCEDACDBCAEABBDADDECAEADDEA,DEDBCCEBDCCDCCDDCBCCBBAABE*DCDBCABCDDCDECBBEE,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,180,100,100,80,580
527034,2024,35923321,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,428.4,472.9,477.6,382.3,ACBBDCBEECBEAABACDDABCDBCDBBECEEBECEDCDCABAEC,CDBEDBCBECADCDBBDCBBCBCACDDACAECBADABEDBEECBA,AAEADDBDDCDEDDEAACDDADDBBDAB*ABDCBCAAEDECCCAB,BABDDBAEDCCDABDCBCCDBDEABCACDDBADAAEDDBEBCDCB,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,100,140,100,100,40,480
3102692,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3535885,2024,35923321,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,475.1,551.0,502.0,452.1,ADECEAAEEECDDBAACDECBDBECDDAADBCCDCCDDCEBCEDA,AACBBCABAEADDEDBCBCDCBBCECDADADACBADCEAADEAEE,ACBCDBCBEACDDCDEEBBDAADCEBCCBDDEDDDECDADABAEB,EBBCBCBCECCBACBBCDCBABCEDECBCCDEABCEADCDBDBBC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,140,120,100,80,80,520
1353557,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3790260,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
159480,2024,35923936,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,398.1,459.6,474.7,426.5,BDBDAADEBDBEDABBCBBBDACBCDEEDABBCDBBEDADACEAA,AECABDBCDDEAEBCDACCCDDBDEBAAAECCECEDAEDBBCCEC,DABDCBCDEADBDABDECDCABACEBBDEABCDACBCEDCAECDA,DCDCCCDCDABCBCAEACCAABBBDEDBDABAEBDABEBACCABD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,160,120,160,160,720
1532478,2024,35917102,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,475.1,561.7,482.4,506.1,ADBDBEBBACBECCDDCECAACEBEACECEEECCCBEDDBEABDE,BADDBCCEACBDDABAEBEDBCDADCCAEBEDBABEAECAEACCB,ABECCDADECBACADDBBEDBCBDDAEACAAADCBBEDEECEBCB,ABDEBEEACCDEAAACDDCDABDDBBEDCDACEAEEDBACEBCBA,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,120,160,100,100,100,580
2374020,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2999206,2024,35007080,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1495823,2024,35901921,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3359450,2024,35912347,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,1,1,0,,1386,1397,,,573.8,579.7,,,ACECADEECEACCCEAACABBCBBBBDCBCDEAECABDEABAECB,DBCDBBBEDADEEDEEBDABCEACCADDDBDBCBDEDDAECBECD,,1,,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,,1,120,140,120,140,100,620
4001928,2024,35901726,3550308,São Paulo,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,379.4,453.9,478.0,424.5,DBAACBEEEBBCDCAABECCECCBDADDDACEAADAEDCBDEBCA,DABCADDAECACCBAEEBEABCBCDCAEBDDACCBACDBDCECDA,DAABCBBAADEEADBBBDBCEBDDBDDC.ABECACDAEDDDCECA,DDACBCBEBEDBCDBCDCBBDDACEBCEAECDACBDCBECCBADE,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,120,140,120,120,0,500
4066577,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,619.4,657.7,572.3,574.9,DDBBDCBBABEDECBEEDBDDACCDBDCBEEAEBCDCEAECEADD,ACDCADCECBBCCEDADBADBEBEDBBABCDEAECAEDEBBCECB,DAADACAEBABEEBDABDBBCABADDCAADADABDEDDCECBDCA,CCBABCADBBBBDAAABEECEECBEBDABABADECCCCBBDDEAC,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,160,140,160,160,140,760
3407972,2024,35045007,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,1,1,0,,1386,1397,,,423.7,515.3,,,ACEEBCADDCEABEAAECBECDBADBEADCADACDBBADEBDACE,AAAEBCBEDADCEBBBBDABDAEEEEDADECBCDBCDDBABBEAD,,0,,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,,1,120,100,80,60,60,420
886873,2024,35915269,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,491.0,498.9,525.6,444.3,DDCEBEDDCCAEECDBEBCBACCDABDAEEAADADEAABCDBDBB,EBCAADACCEADCBAAADDDCEACBABCECEBAECBBDEDDDACB,AAECDCAEBBDDEBEECEABDAADDCDBCABDCBCEDDEECBEDA,BDEDBAEECBBCDBAEDABDACDBBDEECBAEDBCADEAAECACB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,100,140,120,120,100,580
331453,2024,35011599,3523107,Itaquaquecetuba,35,SP,1,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,575.5,507.1,579.0,630.8,BDEEDCBDBCAEEBEBEBBDCBAEEBEABEACBAAACECCBCBEB,EBBECADEDACCCBABBADCCECADAEDEDBBCADBBAEBDCEAD,CDCDACDCBEEECCCDCBCDADEEBDBEADDBDCBDDDDDDBDCB,BCCACBACDBCBEBEBADADBCCBAAAABBBBECBADADBDDCEB,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,100,100,60,120,120,500
4307937,2024,35446836,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,416.5,490.1,492.7,481.5,EABBDEEDBBADACADAEBDAEBDBDDBCCBCAEDBAECADBDAA,BBEAADEECEACCCEABBDEEECCAABAEADBAACBBBDDDDECA,BBCDEDCABACBEBDDDDABAEBABEDBAECDBBBBDACCCBEDE,CDAAAEABACBBBDCBDABCEDDEBDECCCAECCBEDADCEBBAC,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,140,160,140,160,120,720
901570,2024,35923312,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,462.0,542.6,547.2,462.8,ADADDEBCEEBCADABCEDECEADDDBDDCEBDEADBBDBEACAB,DCEAECDAECBAABDCBAADBDDABECDDBECCACEAECDECCBA,CEAAAEADECBBDCEEBDAAADBDDDEBACDEEBEBDADECECDC,DDCACDEDCCDCABBBCEEEABABCCBDDEDAEABBAEABCDADA,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,140,200,100,140,160,740
2114500,2024,35169328,3523107,Itaquaquecetuba,35,SP,4,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,573.6,438.3,450.7,553.6,CEACBBBAEBCECEDDBECEBADCACCBACECBABBADCBEABBC,DDDCDCAAAABEDEBCDAEABDDADBECAECABAEEBAAABCDCC,CAEBDBADCBDEBECDBBDEABCBDDAD*AEEDBCADBEECABDD,BBAECDECDBAEECDBCDCECCBDCDADBEBEDA*DB.ABAB..A,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,140,180,120,140,140,720
828333,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,538.9,569.7,541.1,474.3,ECEBACCDCCCCCCDEECCCCCDCCCCABCCCCBCCDDDDECDCD,CEABBEAADBCDDEEBABCDAAACEBACEAEAEDADEAACAAAEE,AAAAAECBECACDBAEEDDCBDDAEBDADBADDADACBECADDEB,CBAAAACCAAAAAAAAAADAAAAACCACAACEAAABBAAAAABAB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,80,120,100,100,0,400
2552020,2024,35912293,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,488.9,556.0,547.8,494.6,CACBCCBEEECDABAEABBEBADDCBAB*BBABBBBBBBBBDCEB,CADBBCBBEBBDABDBBCCDBADADDAADECEDACBBEAAACEAB,ABABEBABECBBDCDEBDCBBCCEBDBACBBDEBCDEEBECADDC,ABCCBAEDBBBABBBABECABBCECABBBBDCBBAADEBDBBDEC,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,100,120,100,120,40,480
2289750,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,431.8,449.8,489.5,455.3,DCABBABECBABDDBBECCABBCBCCBCBCCBCBCCEBDEBDACC,BACACBADABDBBEAABBECBABCCBAABBAACABBACAACADBA,AEADBECBEABBADBDCBDCDBCBEBDCBEDCDDCDCBBCADBCC,CBCBDDCEBCBCABCCBECBBCBCDBDECCDCBBDDCBACBBADC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,100,120,80,80,0,380
3157400,2024,35007080,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1685892,2024,35923312,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,385.3,466.6,539.0,429.2,DADAAADECD.ADDADDBAC.DCCAEEBDDADAEAAACAADDBEC,BABBCDCCDECDDDEDAACBDABBDCABEAEEEBADBEAEBCBAA,DCBDCECBECDBDDEDECCCAABCEBCADBDBDADDDCEAADBEB,ADABADDCACAAACBBEAAABDBDDEBCCABACCACAAEAADAAC,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,140,140,120,120,80,600
1338513,2024,35007122,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,485.0,507.6,473.8,414.3,CDCCBBA*DBDEAEDDBCCEBBAECCDECCADCBDDBACACACCC,DDBBECDCDAEBEDDBADEBECBACECAEACECADEDECABCBCA,ECEDEDBEACABDDDDAAAABABBCDBDEDDEEBCCCDEECDCDB,BADDCCECABEBCDBCDDBCBCCDCAACECBDBACCDBBDCBBEA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,120,140,120,120,160,660
11741,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,468.1,497.9,487.4,399.1,DAAAEDBACBBDCDBDEDBAEBACEEEBCDCAAAEAEADBACADB,ABEACCABABDCCBABEEBAECCDDEAAEDBEAACAEBAAC*ACD,DEDAACEDBEEEACAAEADDABDEABECCECBDDBDADBBDCACA,BCACBBCDCCBCCBBAECDEBBADABABBCBAACDABBDBCABDB,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,120,120,140,100,120,600
2330312,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,469.3,579.8,529.3,581.1,DEADACDAEEBCCCDBDDEABACEADDBEBBACDBACDDEBBCEA,BEDEBEBBDCBDECCBABCBCACCEDADDECDABCDEEBADACCC,DAABCECBECEDDAACEDACABCCEBDADADBDCAEEAECABBEA,CDDCABDBACBBCBAEECCCADBCCECACBACECADCCCABADBD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,100,200,120,100,120,640
1049558,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,421.0,575.8,577.7,478.5,BCAEBCBBCBDBCEABEEADAADCADCCDEEBDABAABCABACBD,DADABCDCDCEEDBBCEBBDBCDADCAADEEEBADEACDABDDDA,DDECBDABECBEDDEEBDABDCBEDDDADABCEBEABCBDCDCDC,BECCEBAEBBBCACCAAEBACEABCAEACBBBEABBDDACAECDA,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,100,140,80,160,80,560
4210312,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,480.3,501.6,457.9,378.9,EDECCCAEAEEBAABABBCCEACECCBDDCEBADDBAEEEBDDAC,CAABBEDADDADBAEEEDCAACCACAABEAAAEBADCEBADECDE,CBADCBCCEDAEDABDEDEEAACEEBAAECAEECBEAACCBAAED,DDBDADDCAACCEABCADBDABBADBBCCBBBDCCC*ABBACAAA,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,120,80,120,40,480
2809332,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,512.9,523.0,515.4,524.8,DAAADEDDCBEAEABCBBAAAECEECBEEEAACCBEAAAEAEAAD,ACDAACAEBEAECCDADCCDABADBCDAABDBAEADEBEDBBBCB,EACEAABADADECBDEBDABDACADCCBAABCAECEBAAACBEEE,EABDDADAAACCCAAABEDCAECCADCDDADDDCBBBCAAEECCE,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,140,140,120,140,80,620
966023,2024,35007134,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2965870,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,395.0,597.1,547.0,415.3,CBADBDBEEAECBDBCEDCCADDABDEEEEBABBECDECEECECB,CADBBDACDBADDEBBBBCDCAECCCADBECACEADDEDADEBDC,EDECEEEBECDDDEEDABBCBBBAEBCEADEBDADADBECADCEB,BEAADADBCBDABCBDCBBBAEEDEBBBCDCCEBCDABCDCBEDB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,100,140,80,120,120,560
667567,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,479.5,518.8,532.2,411.2,CACDBDADEBDEEADCAEDADBBCBECECDEDEBCABDCACAECB,AACBBEABEAADEEBBEBAAECDBDCEABAEEBACBEBCAACCBA,BACCEBADDCEEDADEBDCEAEABDDCCCBBCEBDEAECECADDC,CEDBDDEDBABDCEBDACDBAABDABCEDEBCEA*DDDDEBBEAE,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,140,180,160,180,200,860
