NU_SEQUENCIAL,NU_ANO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
2553119,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,396.9,544.4,544.4,525.8,BADEDBEEBECDDCAABDBCBDDBADEACBBADECEABDBCAEBB,BEBEBCCCABDDAEBBEECDBADDAEACEABADBADEECEDACBD,AEABDECBECDDDAADEDACEACBEBDCDCCBEADDCAEDADAED,CDCCEBEBDCACCADADCBCBCEECCDBABABEBCDBCEBADADA,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,160,120,140,140,680
3475020,2024,35923936,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,416.2,463.1,507.6,480.8,DAABCACEEEABEAEBECCBADBBADEAAEAEABBBECACADDAA,DAADABDCABDECECBABDCCBEABCADEDAACCAADDBADBCCB,ACCCEECBECEBDDBCECDAABAEEAADBBDDDAEEDAABADDEB,BADDBECDBCEBDBCBECCBAEDDEADACCCBABBCBACEECB.D,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,140,120,120,0,500
476164,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,522.5,407.3,425.4,571.8,DCBAEDCBDBCEBBACDACDEDCDDACBCBCBAACEEEAACEAEB,DEDCBAABBCCDDEEDDCBDAEACDCEEECABAEDDDBDAAAECB,AAACDCDBEBDEECDECEBBCECBCDEBDEDBACBCABDBEADBC,CBCBDDCCBCACDABACDCCBDCBDCEBDBAEDDDCDEDCDDDCC,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,140,180,120,160,200,800
1329295,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,602.9,529.5,558.8,547.5,DCDEBBCAEBDCAEDDBEEEBAAECCEDBDEBBCDBBECBDDECB,BADAAACBCCAEAEBDEBEDBDDBCCCDDDEEEACDABBADCADA,AAEBABADECBBDADDBEEECCAEDDABEBBBEBCABCBECDDDC,CBCADEABBEACDCEBBEEADCACDAADBABCDCCADAEDBBCDE,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,80,40,120,120,160,520
3446070,2024,35169328,3523107,Itaquaquecetuba,35,SP,4,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,407.4,540.0,587.3,494.5,ECABEBCBCCECBDACDCDEDACDCEDDEDDBEACDDCAEDDBAA,CECABBCBDBADDEEDDEEDBEDCCEACEAEEECADDEDEBACDD,CAAAAECBEEEDDAADEDBADABCCBDADDBBDEDACBEBADEEB,DEEDCCECCEABCEDCECCAADADBCDEACCBEECEBDEDCDBAD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,140,180,160,160,160,800
3260250,2024,35007080,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3842421,2024,35910181,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
57427,2024,35907157,3550308,São Paulo,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1803080,2024,35923321,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,434.9,499.3,510.3,373.7,ACBBCADCDCCEBEADDEBDCABCECDDBDCEACEBDABDCEADB,DEBEBBDCCDACCBADEAEBAECDEACDEDDBBABEBECDCCDED,CBABACBBDDEECCEBDBBDBDCEBCAEBADBCBEAAEABDBCCD,BAACDBCDCBADBBAEDBABDBBCCADBECBECCBABBBCEDDBA,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,100,160,120,120,80,580
3185375,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,500.0,538.3,555.1,438.8,BCDDABEECEABCEDAECDBCEEBADEAECBEABECDCDEBADBB,AECECDBDDEACBAEDABCDAAECBDACEAECEEADECBCEAAEA,CAABCECBECCDCEBEEDDCCBDACBDADADBDADEDBCDABEEB,DCBECBECBCABBCEBCCAEDABDAEBDCAACCBCAADCECBDEA,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,100,120,120,140,140,620
3889109,2024,35912293,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2845275,2024,35497988,3539806,Poá,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3561419,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,375.4,505.5,343.1,478.5,ECBACABCCADCCDACEBCAEBACDADBEBABEDEEBBCBECADB,DBDBBBDBBACCBAACBAAADDAABEABCBABCAAECBABCCADB,DADADCDACCABCBDDACCBACABDDACDABCEDCCBDABDABBC,BCDCDCCDDEDBADABCBAEBDCBDBCACDCBACABBDDCBCDBC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,80,120,40,60,40,340
3705213,2024,35912300,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,477.6,477.3,469.4,412.4,DCAEADABABBEBBDCADDADEBCCDABCBCEBECCDADDCADCC,EACDABDDEAEACECADBBBDDDBCECADBBECABEDACEACCDA,ACDAEDBDCCBCDAEBBCEDAADADEDBDEBEDADEDEDECACCE,BACABEDEDBBAADBDACDBBEADBEDABBDECAABDBEEBADDE,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,120,140,120,120,40,540
552235,2024,35910181,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,406.8,427.1,455.3,389.0,DCBBDBAECBBDBCCDABDDADECEDDDBCDCDEDBACBEDECDB,CDAEACEABBBCCDAAEDAAACCCAEEADCABAEABDCECEBABA,DACCEBDEEEDCEADEDDCDEEEBDACDDECCBDDDCEBACBEAC,DDBBECCCCEEEBEBEBCACAAACBEDDCADCDEBDECDACBACB,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,60,40,40,80,0,220
1945472,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,404.8,504.9,429.2,495.7,CDADEACEADDEBBAEEADCDDBDAEDDACACADCBEABABEDBA,DECBBEBDEDDBDAEEAABCCADCDCACEADAEBCDEDAAEACDC,BCADBBECEDDBABBCEABCCADCDABABCBCDDECAABCDCDEB,DEDCCCCBADAACABCDCCCBBAABCBCBBBCCBEACCECDAADC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,120,120,120,100,580
711472,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,512.5,598.0,576.2,424.3,DCACCADCEEDBCABCDECEDCBCABCBDBABCEDBCBBDCABAB,DADBACEBECBDABDBEBCDCBDACDAADBEEAACEADCAECEBA,ABEEADADECBBDABEBDBACDBEDDC.DCACEBCCBCDECCDDA,CDDBAEADAEBE*DBAACDACACBABEDBCEACACEECEBEDCDA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,120,180,120,120,80,620
2175758,2024,35007134,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,552.7,574.7,582.7,665.6,BDBADEDBBCDDCECDEBDDBAECECEAADBADCEAEEBCCBDEB,CAEDBBDBABECEDADEEBECACADEEBABBEEABECABDBCBCD,EAACCBECBDEEDAADBAECAAEEBCBEDACBCACDBDADDCECB,ABEABBBCEDBBEDADAACEBBCEBABDCBDECEDBCADABBECC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,160,200,160,180,180,880
2047150,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1462469,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,505.7,624.8,560.9,652.7,DCABDEDBBACEECDABDEBACEBDCECDABADEDBEEDBCEACB,BCDAADEEDEBECEDADBBDDEBEBADBBCDEAACAEDECBAECE,DACBDCAEBADDEBDDEDBBCECBECCDBACDCBDEBDABCBECE,CDBEDADCBACEDEDABEDBAEEDCBCDEBCACADBECDCECAEB,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,120,180,140,120,80,640
1377096,2024,35007122,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,430.2,428.9,522.5,424.4,BCBEDEACBBAEBDCEBDADABECDDBCEADBCEEAAEBECDDEB,EBBAEAECDCEACEDAABCABDCDBADEAECEBCECEDCCDCADC,BACCDADECADBEBDCEDBBCBDACDEAEECBECABDDAECBEAA,ABECBEBDBEABBEABCDDCDEACBCBEDACCCAECDDEABABCC,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,140,180,100,100,100,620
3470183,2024,35150289,3523107,Itaquaquecetuba,35,SP,4,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,524.6,535.1,563.2,488.8,B..AC.AACBEEAEDABECEDAE.BC..AEEBBB.ABBEE..EC.,DDABECEAECBDEDBBEBCECBDBACEACEDEBCCEABDDECECA,AACCACADECEBEBEEDDACDABEDDADBBBEEBDEEEEECCCDC,.BBEBBABED.A.C.BCAB.CB...DBDDD.C.E.B.A..B..EB,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,120,160,100,140,160,680
1211358,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,556.0,502.6,490.9,399.7,BBEACCADCDBEBCCDEECDDBBCDCECADAAEAEEECBBDCEDE,CCAAECCBBCBCCCADAADBDBAADBAAEDABCAA*CACBCEDED,DEEDABBABEEECECBDABDBCCDDDBDDDCBEECDABECDDBCB,BBBBCDDDDBEDEAAADABCEDCACAAECCBEDCABEBBCECACA,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,120,180,120,120,120,660
4157717,2024,35910181,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2131924,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,622.2,696.8,610.3,688.8,CABDAEBDDDAACDDDEABDDBEDEEEEABCCDCCAEEBCBBEED,CAEDBADBEACCECABBAEACBCADEEDEBDEBABECEDBCDDAD,EAADCDDBBDEECECBBAECACEEBCBEBADBCAADDDBDDCECB,BBCABBACEDBBCDEAADCCBCCCDCCABEEDDBDBCBDBBBADC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,120,180,120,120,60,600
2751701,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,612.1,631.0,593.4,585.7,BAEDEEDDDEBAEDDDABDDDBEDEEEBEDAADCCAEDBCCBCCE,CEEDEADBEBECEDAEBAEAECEADBEEEBBEEADEDAABCDDCD,BAAAACDCBDEECDEBBCECADEEBCCECAEBCEBDBBEDDCECB,CAEACAAAEDCEEBBBCECDBABEEEBCCDDDACEADDEBCBEBC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,160,180,160,160,160,820
3872818,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,536.6,371.0,537.6,432.4,DABADCBEABCA.CBDDECCA.CACCAADDDADDDBADDDDDDDD,ABBC.D.ED..........A......C.....A..A.........,DDDDDCBACADEEBCEBEBDEAEABDEDADDDCACEDDBECBDCD,CDDDB.EDDDDDD.BB.EBBDDDDDDCDDDEDDDDDDDDDDDDDD,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,120,120,120,120,120,600
4249926,2024,35007286,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1532460,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
683020,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,2,1,1,2,,1385,1398,,,645.5,548.4,,,CADDBADBEBCDECADDEEABDCADCEBEBEEEACECEBBCBDAD,EDABABABACEECCDCADECADEEBCBEAAEBDBBDBCADDEDCB,,0,,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,,1,140,200,160,180,200,880
1440475,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,580.6,673.6,566.8,583.0,DEBADEBBBAEBEABBBEBDDCDAECDDACBEECBCEDABCCCAD,AADCADEEEBEECEDADBADBEBCDADABCCEAECAECEBACECE,BACCAEBCDADEEBEAEDBBDDCADDDEAEDDCADEDDCECBEAC,CDACDAECADDBBCDAADCDCECCEBEBCEEADDECAEDCEDDCB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,160,200,160,180,160,860
2588828,2024,35011599,3523107,Itaquaquecetuba,35,SP,1,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,602.2,602.4,586.1,789.0,BBDEDCAAECCEEDDDBECABAEDABECEBECA*CBCEEBCDDCB,BADCBCCEECBCAABBEBDDBCDABEAADCECEACDACCEECEDA,ABCEADBDECBCDAEEBEDCBBDEDDEADBBDEBCAADCECCBBC,DBCCCDACBDABACDDEDADCCDCCABDBCECEBDECAABBACDD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,160,160,160,160,180,820
2883352,2024,35007286,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,434.3,518.8,559.2,404.5,DAABCECBADEDBBABEABCAEDBBCDBADDCEDCAEAAEDDDAB,AECEAEBCAADDBABDBEAEABECEBADEBCAEBADADBCBABEC,CABACECBECEDDDACEBDCAACABBCEDBDEDADECBECADBEB,CBBCDCDAECDABEDCCAADAEEABEDBADCEBBDDABCEAAECD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,120,140,120,120,100,600
2776694,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1419,1385,1398,1407,523.3,525.0,534.4,495.4,BABDCBABCEBECEDBEECDBBACEAEDBEDABDDCEBCDDDAEB,DAEDBBDAEADCEDCBADCABECDDEABACDEECABCBABECDAD,CDAADBBABCEEECAABDBDADEEBCBCADBBBAEDABDDDACCB,CCCABBDBDCCDCDABDECDABDCBABDBBEDCCCBBEEADCBBA,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1,140,120,120,120,120,620
708318,2024,35908642,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1420,1383,1395,1408,475.5,533.2,530.9,564.5,CEABCABDAEEBEBECECADDCCCBAAEBEBEBDBBBEDECCAAE,AECBBBCDABCAACABCCBDDAADEBADDDEACBADCEBADACDE,ADEDCECBECEDEAEDEDACDBBBEBDDDCBEEEDCDABEADCEB,CEBBCBDBAADBDCEECBCEEEBADACDBAABDCAEADCBBBACE,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1,100,120,100,80,0,400
1713510,2024,35007122,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,531.5,594.5,581.7,389.3,DDBBCEAABCCEEECCBDBDABBBEBABECACDACEEEAECECED,ACDEACCCDDEECEBADCCCBEBEDADBBCDCDCCAEBEABEECE,AACCADBEDADEEDEDCDABDCBDBACEDECBCBDEDDAECBECA,BBACBECCCACECDBCBADBDEBBADCCCACECBCBBCCCEBABB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,140,120,80,120,80,540
3156169,2024,35007080,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3480779,2024,35917102,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,504.8,563.3,466.4,426.9,DABCECBDBCCDEBCBBEDCBDCDBDCDAAADDCBEBEBECECAD,ADEDADEDC*AECCDACBCDBCDADCBBBCDCACCAED*EBAECA,BA*BADCCDBCAEBEEEDABDABBDDEEBDCECDBDBBEACBEAC,BDACBDDCCAADDEDBAEACECBBEDDCBADADABEADCBBAACB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,140,180,140,120,100,680
3884310,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1708395,2024,35925512,3523107,Itaquaquecetuba,35,SP,2,1,1,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1422,1384,1396,1410,389.0,450.4,495.0,422.3,DCCBDCAEDCDEABDBAEAABDBCCDAECAABEBCADEBCEADEB,DEBACCDEACAEEEDADEDACBABBAEADEDEBAACBCCCDCDDE,ECDABBADECBEDCBCACABAEEDBDBDDEBDDBDCEEEECD*BC,BCCDDECCDBADDAEDCACAAABBACEAEDBADCEBEBADCCEEB,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1,120,120,80,120,80,520
2894595,2024,,,,,,,,,3523107,Itaquaquecetuba,35,SP,1,1,1,1,1421,1386,1397,1409,446.0,458.6,512.2,454.0,DEAEDDEBDCCEBEEBBADBDBCAECCECCADABBBAEEBDBCBC,ACBAECEAAEDBDCCACADDBECEEABABCAEAABBDCDEAAECE,AADCACBDDBDCEBEACBBEAEABCBDAAECCBBBEBDEECBEAA,BEABCEEAAECBCDBADABBDCDBDCBDADEADCECACBBDCBAE,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1,100,120,80,80,20,400
