NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210065721683,2024,5,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,5,B,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,D,A
210065721747,2024,14,F,3,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,B,A,A,A,1,B,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210065723405,2024,8,F,1,0,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,B,D,B,B,3,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,D,A
210065723898,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,F,B,B,4,A,E,A,B,B,B,A,B,A,B,B,A,B,A,B,B,B,A
210065724795,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,C,F,B,4,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210065725064,2024,2,M,1,0,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,D,F,B,3,A,C,A,B,C,B,A,B,A,B,A,A,A,A,B,B,D,A
210065729440,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,B,C,D,4,A,B,A,B,A,A,A,B,A,B,A,A,B,A,B,A,C,A
210065730360,2024,2,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,B,E,C,B,4,A,D,A,C,D,B,A,B,A,B,B,B,D,A,B,C,E,A
210065731357,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,D,B,4,A,E,A,B,D,B,A,B,A,B,B,B,A,B,B,C,E,A
210065732774,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,G,B,F,3,A,F,A,B,C,B,A,B,A,B,B,A,B,A,B,B,D,A
210065733535,2024,13,M,0,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,D,B,C,B,4,B,C,A,B,C,B,B,B,A,B,B,A,B,A,B,C,C,A
210065734188,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,C,C,F,3,A,A,A,B,B,B,A,B,A,B,B,A,B,A,B,B,C,A
210065734202,2024,10,F,0,3,1,1,8,,0,3523107,Itaquaquecetuba,35,SP,B,F,C,D,3,A,A,A,B,B,B,A,B,A,B,B,A,B,A,B,B,B,A
210065735278,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,B,D,4,A,F,A,B,C,A,A,B,A,B,A,A,B,A,B,B,D,A
210065736413,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,B,C,4,A,D,A,B,C,A,A,B,A,B,B,A,B,A,B,A,D,A
210065741925,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,C,C,C,F,3,A,D,A,B,C,B,A,B,A,A,B,A,B,A,B,B,C,A
210065742282,2024,4,M,1,3,4,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,C,F,F,4,B,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,B
210065743112,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,B,C,3,A,C,A,B,C,A,A,B,A,B,B,B,C,A,B,C,D,A
210065743146,2024,4,M,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,D,C,C,3,B,F,A,B,C,A,B,B,A,B,B,B,C,A,B,B,D,A
210065744796,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,3,A,D,A,B,B,A,A,B,A,B,B,A,B,A,B,B,D,A
210065744847,2024,6,F,1,2,2,1,3,,0,3523107,Itaquaquecetuba,35,SP,A,A,A,A,2,A,D,A,B,B,A,A,B,B,B,A,A,B,A,A,A,B,A
210065745346,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,D,E,F,5,A,G,A,B,C,B,A,B,B,B,B,B,D,B,B,C,E,A
210065745697,2024,7,F,1,2,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,E,C,F,F,5,A,E,A,B,C,B,B,B,B,B,B,B,B,A,B,B,E,A
210065747577,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,7,B,H,A,B,C,B,A,B,A,A,B,A,A,A,B,B,C,A
210065747971,2024,6,M,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,C,E,C,B,4,A,A,A,B,B,B,A,B,A,B,B,A,B,A,B,B,D,A
210065749277,2024,11,F,1,2,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,B,B,B,B,6,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,C,A
210065749870,2024,4,M,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,G,F,E,D,3,B,B,A,C,C,B,A,B,A,B,B,B,B,B,B,B,B,E
210065750168,2024,8,F,1,1,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,G,G,D,D,6,B,L,A,D,D,C,A,B,B,B,B,A,D,B,B,B,E,A
210065751185,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,B,C,B,4,B,G,A,D,D,B,A,B,A,B,B,A,D,B,B,C,E,A
210065752626,2024,11,F,1,1,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,C,B,D,D,2,A,B,A,C,C,A,A,B,A,B,B,A,C,A,B,A,C,A
210065753134,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,C,3,A,F,A,C,C,B,A,B,A,B,B,A,C,B,B,A,D,A
210065755152,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,D,B,B,2,B,C,A,B,C,A,A,B,B,A,A,A,B,A,B,A,C,A
210065755445,2024,14,M,2,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,C,C,F,B,4,B,E,A,B,C,B,B,B,A,B,B,B,B,A,B,B,E,A
210065756732,2024,2,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,H,H,F,F,5,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210065758625,2024,4,F,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,E,E,D,7,A,E,A,C,D,B,A,C,A,B,B,B,C,B,B,B,E,D
210065758954,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,G,D,D,4,A,F,A,C,D,B,A,B,A,B,B,B,C,A,B,C,E,A
210065758994,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,C,B,F,3,A,E,A,B,C,B,A,B,A,B,B,B,C,A,B,D,B,D
210065759114,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,G,A,B,C,B,A,B,A,B,B,A,C,A,B,B,D,A
210065759212,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,D,D,D,4,A,E,A,D,C,B,A,B,A,B,B,A,C,A,B,B,D,A
210065759651,2024,4,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,C,F,5,A,L,A,D,D,B,A,B,A,B,B,B,C,B,B,E,E,A
210065759746,2024,1,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,F,F,D,D,5,A,H,A,B,C,C,A,B,A,B,B,B,C,A,B,A,E,E
210065760828,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,D,C,B,7,A,B,A,B,C,B,A,B,A,B,A,A,B,A,B,A,B,A
210065761410,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,E,F,D,2,A,A,A,B,B,B,A,B,A,B,B,A,C,B,B,B,C,A
210065761952,2024,1,F,1,1,1,4,0,,0,3523107,Itaquaquecetuba,35,SP,B,G,E,D,4,A,L,A,D,D,C,A,C,B,B,B,B,D,B,B,D,D,D
210065762487,2024,8,M,1,2,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,H,B,B,B,4,A,C,A,B,C,A,A,B,A,B,B,B,C,A,B,A,E,A
210065762792,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,G,D,D,4,A,I,A,C,C,B,B,B,A,B,B,B,B,B,B,B,D,B
210065763384,2024,5,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,C,F,C,2,B,D,A,B,C,B,A,B,A,B,B,A,A,A,B,A,C,A
210065763387,2024,2,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,C,D,C,C,7,A,B,A,C,D,B,A,B,A,B,A,A,C,A,B,A,E,A
210065763802,2024,10,F,2,1,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,H,E,D,B,4,A,C,A,B,C,A,A,B,A,A,B,A,B,A,B,A,C,A
210065765608,2024,1,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,G,C,D,3,A,G,A,C,C,B,A,B,A,B,B,A,C,B,B,B,D,D
210065766478,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,E,D,F,2,B,A,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A
210065766975,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,D,D,3,B,A,A,C,C,B,A,B,A,B,B,B,C,A,B,C,D,A
210065767789,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,D,4,A,E,A,C,C,C,A,B,A,B,B,B,C,A,B,B,D,A
210065768411,2024,8,F,1,3,1,1,6,,0,3523107,Itaquaquecetuba,35,SP,E,B,B,B,4,A,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,E,A
210065768809,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,4,A,B,A,B,C,A,A,B,A,B,B,A,C,A,B,B,D,A
210065769378,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,G,E,D,D,3,A,O,B,D,D,C,A,C,A,B,B,B,D,B,B,E,E,D
210065769693,2024,13,M,3,3,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,C,1,B,D,A,B,C,A,A,B,A,B,A,B,B,A,B,B,B,A
210065769934,2024,5,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,D,C,B,5,B,C,A,B,C,B,A,B,A,B,A,A,B,A,B,A,E,A
210065770006,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,E,D,D,4,A,I,B,D,D,B,A,B,B,B,B,B,D,A,B,D,E,D
210065772066,2024,19,F,3,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,C,C,B,B,2,B,C,A,C,C,B,A,B,A,B,B,B,C,A,B,B,C,A
210065772185,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,G,F,F,4,A,E,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210065772914,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,C,D,D,4,A,E,A,D,D,B,A,B,B,B,B,A,C,A,B,A,D,A
210065773917,2024,3,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,C,4,A,D,A,B,C,B,A,B,A,A,A,A,B,A,B,B,D,A
210065774409,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,G,C,D,2,B,C,A,B,B,A,A,B,A,B,A,A,B,A,B,B,C,A
210065776238,2024,11,F,1,1,1,1,9,,0,3523107,Itaquaquecetuba,35,SP,E,D,F,B,3,A,C,A,B,C,A,A,B,A,B,B,B,C,A,B,B,D,A
210065778148,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,D,4,B,E,A,B,C,B,A,B,A,B,A,B,D,A,B,B,D,A
210065779480,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,C,B,D,4,A,B,A,B,B,B,A,B,A,B,A,A,B,A,B,B,C,A
210065779734,2024,11,M,1,3,1,1,13,,0,3523107,Itaquaquecetuba,35,SP,C,C,B,C,5,A,C,A,B,B,A,A,B,A,B,B,A,B,B,B,B,D,A
210065780613,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,4,A,C,A,B,C,B,A,B,A,A,A,A,B,A,B,B,D,A
210065782826,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,B,D,3,A,E,A,B,B,B,A,B,A,B,A,A,B,A,B,B,D,A
210065782834,2024,7,M,1,1,1,2,0,,0,3523107,Itaquaquecetuba,35,SP,E,C,D,B,2,B,E,C,B,B,A,A,B,A,B,A,A,B,A,B,B,C,A
210065785207,2024,5,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,F,D,D,4,A,C,A,D,D,B,A,B,A,A,A,A,B,A,B,B,E,A
210065785228,2024,15,M,2,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,A,B,B,B,3,B,J,A,B,C,C,A,B,A,B,B,B,B,A,B,C,D,A
210065785509,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,B,F,6,A,E,A,B,C,C,B,B,A,A,B,A,B,A,B,A,E,A
210065785916,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,F,C,D,4,A,C,A,B,C,B,A,B,A,B,A,A,B,B,B,B,E,A
210065786148,2024,4,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,G,G,E,E,3,A,N,A,C,C,B,A,B,A,B,B,B,D,A,B,C,D,D
210065786415,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,F,D,D,4,A,N,A,C,D,B,B,B,A,B,B,B,D,A,B,C,E,A
210065786729,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,F,C,A,3,A,E,A,B,B,A,A,B,A,B,B,A,B,A,B,B,D,A
210065787940,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,B,C,B,6,A,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,C,A
210065788026,2024,15,F,1,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,E,B,A,A,3,B,C,A,B,C,A,A,B,A,A,B,A,B,A,B,A,C,A
210065789869,2024,3,F,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,3,A,C,A,B,B,A,A,B,A,A,B,A,C,A,B,A,D,A
210065790222,2024,3,F,1,3,3,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,C,C,C,8,B,B,A,C,C,A,A,C,A,A,A,A,B,A,B,A,E,A
210065790250,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,D,B,B,3,A,B,A,B,B,A,A,B,A,B,B,A,C,A,A,B,C,A
210065791605,2024,1,F,1,2,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,F,D,B,B,4,A,E,A,C,C,B,A,B,A,B,B,A,B,A,B,B,E,A
210065793405,2024,3,M,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,D,E,D,D,4,A,E,A,C,C,B,A,B,A,B,B,A,C,A,B,B,E,A
210065794512,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,C,B,3,A,C,A,B,C,B,A,B,A,B,A,B,B,A,B,B,D,A
210065797246,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,C,2,B,B,A,B,C,A,A,B,A,B,A,A,B,A,B,B,C,A
210065798920,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,F,E,E,B,1,B,B,A,B,B,A,A,B,A,A,B,A,B,A,B,B,B,A
210065798937,2024,1,M,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,D,C,B,5,A,F,A,C,D,C,A,B,B,B,B,B,B,A,B,B,E,A
210065800113,2024,7,M,1,3,1,1,5,,0,3523107,Itaquaquecetuba,35,SP,E,E,D,B,4,B,H,A,D,C,B,A,B,A,B,A,B,B,B,B,B,D,A
210065800445,2024,2,M,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,D,F,5,A,C,A,D,C,C,B,B,A,B,B,A,C,A,B,A,D,A
210065802024,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,B,F,4,A,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,C,A
210065802084,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,F,F,4,B,C,A,C,D,C,B,C,A,B,B,B,D,B,B,B,E,A
210065802953,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,D,C,B,5,A,B,A,B,C,B,A,B,A,B,B,A,A,A,A,A,B,A
210065804170,2024,3,F,1,1,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,E,D,C,B,5,A,G,A,B,D,B,A,C,A,B,B,B,C,B,B,B,D,A
210065804992,2024,9,F,1,1,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,F,F,D,D,4,A,F,A,B,D,C,B,C,A,B,B,B,D,A,B,D,D,D
210065805429,2024,2,M,0,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,B,F,B,3,B,B,A,B,C,A,A,B,A,B,B,A,B,A,A,A,D,A
210065805567,2024,3,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,5,A,B,A,B,B,A,A,B,B,B,B,A,C,A,B,B,D,A
210065806436,2024,1,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,B,F,F,D,4,A,G,A,B,C,C,A,B,A,B,B,A,C,A,B,B,D,A
210065806447,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,F,E,D,A,2,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210065810339,2024,6,F,1,2,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,3,B,E,A,B,C,A,A,B,A,B,A,A,A,A,B,A,D,A
210065812759,2024,2,M,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,C,5,A,B,A,B,C,A,A,B,B,B,A,A,B,A,B,A,D,D
210065813295,2024,1,F,1,2,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,C,G,C,D,3,A,E,A,C,D,B,B,B,A,B,B,B,D,B,B,C,D,E
210065814499,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,G,C,D,5,A,E,A,B,D,B,B,B,A,B,A,B,B,A,B,B,E,A
210065816952,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,F,4,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,E,A
210065816977,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,E,B,B,3,A,E,A,B,C,B,A,B,A,A,A,A,B,A,B,A,D,A
210065817569,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,4,A,F,A,C,C,B,A,C,A,B,B,A,B,A,B,B,E,A
210065817658,2024,5,F,1,2,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,C,F,C,D,4,A,D,A,B,C,A,A,B,A,A,B,A,B,B,B,A,D,A
210065818079,2024,5,M,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,B,F,D,D,5,B,B,A,B,D,B,A,B,B,B,B,A,B,A,B,B,E,E
210065818099,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,C,C,C,F,5,A,E,A,C,D,A,A,B,A,B,B,A,C,A,B,A,E,A
210065818450,2024,2,F,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,F,D,D,5,B,C,A,B,D,B,A,B,A,B,B,B,C,A,B,B,D,A
210065822179,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,F,D,D,4,B,F,A,C,D,B,B,B,B,B,A,B,B,B,B,C,E,A
210065823560,2024,3,F,1,3,1,1,1,,0,3523107,Itaquaquecetuba,35,SP,B,E,B,B,3,A,C,A,B,B,A,A,B,A,A,A,A,B,A,B,A,D,A
210065824177,2024,11,F,1,0,1,1,11,,0,3523107,Itaquaquecetuba,35,SP,B,E,C,B,1,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A
210065826485,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,5,A,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210065827267,2024,6,F,0,2,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,C,C,F,B,1,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210065828557,2024,15,F,3,3,1,1,0,,0,3523107,Itaquaquecetuba,35,SP,A,B,A,B,2,B,E,A,B,B,A,A,B,B,A,A,A,B,B,B,B,C,A
210065829182,2024,3,M,1,3,1,2,0,,0,3523107,Itaquaquecetuba,35,SP,B,B,F,F,6,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,B,A
210065829237,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,F,F,4,B,B,A,B,C,C,A,B,A,B,B,A,B,A,B,A,E,A
210065829247,2024,6,M,1,3,1,1,4,,0,3523107,Itaquaquecetuba,35,SP,H,H,C,C,7,A,C,A,B,D,B,A,B,A,A,A,A,B,A,B,B,E,A
210065829705,2024,4,F,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,H,E,F,B,4,B,C,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210065830028,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,B,F,9,A,B,A,B,C,A,A,B,A,B,A,A,B,A,A,A,B,A
210065831567,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,G,D,D,4,A,E,A,C,C,C,A,B,A,B,B,A,B,A,B,B,E,A
210065831617,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,H,C,D,4,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,B,E,A
210065833115,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,F,F,F,D,3,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210065833368,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,A,A,4,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A
210065833384,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,C,6,A,B,A,D,D,A,A,B,A,A,A,A,B,A,B,B,D,A
210065833499,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,B,C,C,B,2,A,B,A,C,D,A,A,B,A,B,B,A,B,A,B,B,C,A
210065834383,2024,6,F,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,F,C,C,B,4,B,I,A,C,C,C,B,B,A,B,B,A,D,A,B,B,E,A
210065834823,2024,3,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,B,4,A,A,A,B,C,A,A,B,A,A,B,A,B,A,B,B,C,A
210065836398,2024,3,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,B,3,A,B,A,A,B,B,A,B,A,A,A,A,B,A,B,A,D,A
210065836682,2024,3,M,1,2,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,F,F,6,A,B,A,B,C,A,A,B,A,B,A,A,B,B,B,A,E,A
210065838338,2024,2,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,D,C,D,5,A,C,A,C,C,B,A,B,A,B,B,A,B,A,B,B,E,A
210065839899,2024,4,M,1,3,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,E,F,C,F,5,A,E,A,C,D,B,A,B,A,A,B,B,B,A,B,B,D,A
210065840109,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,D,C,C,4,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210065840785,2024,2,F,1,3,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,B,D,4,A,C,A,B,C,B,A,B,A,B,B,A,C,B,B,A,D,A
210065843223,2024,5,F,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,D,D,C,C,3,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,B,A
210065849242,2024,9,F,2,1,1,1,7,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,A,5,B,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210065849850,2024,2,F,0,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,D,C,D,B,3,A,C,A,B,B,B,A,B,A,B,B,B,B,A,B,A,D,A
210065851443,2024,13,M,3,1,1,1,18,,0,3523107,Itaquaquecetuba,35,SP,D,B,B,A,1,B,G,A,D,D,A,A,B,A,B,B,B,B,B,B,B,B,A
210065856022,2024,12,M,1,2,1,1,17,,0,3523107,Itaquaquecetuba,35,SP,H,B,F,C,3,B,F,A,D,C,A,A,B,A,B,B,A,C,A,B,B,D,A
210065857366,2024,3,F,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,E,E,C,C,4,B,B,A,B,C,A,B,B,A,B,B,A,B,A,B,B,D,A
210065858284,2024,3,F,2,5,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,H,E,E,B,2,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,C,B,A
210065860168,2024,6,F,1,1,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,E,E,B,B,4,B,D,A,C,C,B,A,B,A,B,B,A,B,B,B,A,E,A
210065860426,2024,6,F,1,3,1,1,3,,0,3523107,Itaquaquecetuba,35,SP,H,F,F,B,5,A,B,A,B,C,B,A,B,A,A,A,A,B,A,B,A,D,A
210065861397,2024,1,F,1,1,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,E,E,C,D,4,A,E,A,C,C,B,A,B,A,B,A,A,C,A,B,B,D,B
210065864136,2024,1,M,1,3,1,3,0,,1,3523107,Itaquaquecetuba,35,SP,G,D,D,B,4,A,C,A,C,C,B,A,B,A,B,B,B,D,A,B,B,E,D
210065864414,2024,2,M,1,1,1,2,0,1,0,3523107,Itaquaquecetuba,35,SP,D,C,C,B,4,A,E,A,B,C,A,A,B,A,B,A,A,B,A,B,B,B,A
210065864586,2024,5,M,1,1,1,1,2,,0,3523107,Itaquaquecetuba,35,SP,C,B,C,B,5,B,G,A,B,D,A,A,B,A,B,A,A,C,A,B,B,E,A
